Total Population,White Alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other pacific Islander alone,Other race,Two or more races,Other,Median Household Income
145275,117891,6180,708,8845,3,339,3843,7466,102152
