Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 17 years,18 to 19 years,20 years,21 years,22 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 61 years,62 to 64 years,65 to 66 years,67 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
76730,4867,5128,7054,3695,1934,490,482,3512,4326,4318,6696,5746,4912,5632,4710,1883,2926,1536,1512,2323,1105,1118,825
