Total Population,White Alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other pacific Islander alone,Other race,Two or more races,Other,Median Household Income
135129,113076,3823,899,7801,34,120,3172,6204,86510
