Median Household Income,Median Household Income (White Alone),Median Household Income (Black or African American Alone),Median Household Income (American Indian and Alaska Native Alone),Median Household Income (Asian Alone),Two or more races,some other race alone,Hispanic or Latino
113311,110755,127536,99231,129195,147787,119964,104804
